Drug_ID,Drug,Y,split,AvgIpc,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BCUT2D_MWHI,BCUT2D_MWLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
Drug 402,C[C@H]([NH3+])Cc1ccccc1,0,train,1.8810140578490522,1.9692206056576291,-1.9969050669890511,1.9912077027385506,-2.595509433321485,5.144740197198878,-0.4127879572371954,14.592881775995139,10.090862491237761,2.5872871851548136,179.17957141667623,7.397341225498538,6.378315177510851,6.378315177510851,4.787693700234704,3.6580838432335856,3.6580838432335856,2.79489442040796,2.79489442040796,1.4269886350023429,1.4269886350023429,1.0164622617258279,1.0164622617258279,0.0,0.0,0.0,0.0,6.041840829147961,6.4208216229260096,5.563451491696996,0.0,6.06636706846161,36.92287295069925,0.0,136.11207586809,1.3,1.9,2.4,0.3333333333333333,-0.8200000000000001,10,122.10599999999997,1.8810140578490522,7.288932461873639,3.3737941826863076,2.1939048454146013,61.866120159699506,3.9337414965986395,0.3550842102458861,3.9337414965986395,0.08554467377472898,0.5161111111111112,0.08554467377472898,0.5161111111111112,-0.3550842102458861,0.8594999999999995,42.49610000000001,136.218,3,1,0,0,0,1,0,1,0,1,1,0,2,0,0,0,54,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,12.487188691387619,6.4208216229260096,6.041840829147961,1,5.733667477162185,0.0,0.0,0.0,0.0,19.386399651764595,0.0,35.89528683400505,0.0,0.0,13.0,5.733667477162185,0.0,0.0,0.0,6.041840829147961,6.4208216229260096,0.0,12.487188691387619,30.33183534230805,0.0,0.0,0.0,27.64,0.0,0.0,0.0,0.0,5.313371126228269,0.0,10.97051776266062,1.0841666666666665,2.1319444444444446,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6242517967075477
Drug 403,C[C@@H](Cc1ccccc1)NC(=O)[C@@H]([NH3+])CCCC[NH3+],0,train,2.3937909014991896,2.1806419411835196,-2.155351943995184,2.031765063118444,-2.677160743959297,5.798527729627531,-0.405882329522086,16.150637773483414,10.05847694682679,2.3072818384987297,366.9132530163523,14.08757566981053,11.89944764309708,11.89944764309708,9.130228955335799,7.0978065481190065,7.0978065481190065,5.145617344017877,5.145617344017877,3.1967483483263552,3.1967483483263552,2.077988273215415,2.077988273215415,0.0,4.794537184071822,0.0,17.990861387647428,0.0,32.22804289761661,5.563451491696996,0.0,25.122838405075452,28.916857695253924,0.0,265.21431532418,1.263157894736842,1.9473684210526316,2.5789473684210527,0.5333333333333333,-1.39,19,238.18499999999997,2.3937909014991896,15.666785917092561,8.666942290886718,6.360307167455909,115.1070478267437,11.94861048122953,0.35756083517608966,11.94861048122953,0.27787173897561757,0.06249385865457335,0.27787173897561757,-0.1483580036953056,-0.35756083517608966,-0.24349999999999816,76.03290000000004,265.4009999999999,7,4,0,0,0,1,0,1,1,3,4,0,8,0,0,0,106,16.784123558330702,0.0,6.041840829147961,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,30.33183534230805,31.749653560165648,12.462662452073971,6.544756405912575,1,16.261872138396193,5.907179729351506,0.0,5.316788604006331,0.0,44.69070534969059,6.544756405912575,35.89528683400505,0.0,0.0,13.842105263157896,16.784123558330702,0.0,0.0,0.0,24.535617793560004,11.21535880699783,0.0,31.749653560165648,30.33183534230805,0.0,0.0,0.0,84.38,0.0,0.0,11.94861048122953,3.037984930083144,8.982558893306756,0.06249385865457335,10.20352638382813,3.8002104381442408,2.964615014753626,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.556721704105384
Drug 1447,COc1ccc(OC)c(C(O)CNC(=O)C[NH3+])c1,0,train,2.428449357835817,2.1505176844247615,-2.1569046362437048,2.284313975875323,-2.5703852563544305,5.76108192509651,-0.35462206420771203,16.471582051340697,10.078571883261151,2.8152885010121906,409.06392577347685,13.543605595440512,10.602679887209694,10.602679887209694,8.61692216278033,5.579131984328491,5.579131984328491,3.6777556412085413,3.6777556412085413,2.5155093694221073,2.5155093694221073,1.5086704007482317,1.5086704007482317,6.103966387748303,9.901064578912528,0.0,18.996692541176657,17.062475158264807,0.0,7.109797541277533,25.30889874666236,0.0,11.050456081168516,9.473725907600098,255.13393350809,1.4444444444444444,2.1666666666666665,2.7222222222222223,0.4166666666666667,-1.7900000000000005,18,236.14199999999997,2.428449357835817,14.271690314620606,6.827096363101657,3.6096548000106563,105.69365499775094,11.084483890778534,0.4967514268870731,11.084483890778534,0.2746441026139864,0.10900888133030984,0.2746441026139864,-0.8559722222222226,-0.4967514268870731,-0.9046999999999981,65.27060000000003,255.29399999999998,5,6,0,0,0,1,0,1,4,3,6,0,6,0,0,0,100,25.63070938360932,11.49902366656781,6.544756405912575,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,0.0,18.19910120538483,12.10820789760957,20.323561470303368,1,25.108457963674812,5.907179729351506,0.0,5.316788604006331,0.0,6.103966387748303,27.30910789438022,23.762552697081826,0.0,11.49902366656781,11.777777777777779,20.524181988768614,0.0,11.49902366656781,0.0,38.32281501857243,4.794537184071822,0.0,11.6674178794453,18.19910120538483,0.0,0.0,0.0,95.42999999999999,10.2457528659612,0.0,11.084483890778534,12.59770667989418,4.029604273425521,0.9550186339968092,5.129001873897707,-0.8559722222222226,0.24984788359788368,3.064556120670388,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6133180054325689
Drug 1451,COc1ccc(O)cc1,0,train,1.9003726279897948,1.869300805075712,-1.9598366883116607,2.139859420204767,-1.7875017560519753,5.292661356587299,0.4120112643878249,16.465358000545155,10.313855975415132,2.881555877646136,178.61256853719752,6.69023444431199,5.164862962722325,5.164862962722325,4.325698502695489,2.6573464384916923,2.6573464384916923,1.698025295374609,1.698025295374609,1.0724230685098737,1.0724230685098737,0.5822209453229111,0.5822209453229111,0.0,0.0,0.0,5.749511833283905,0.0,5.749511833283905,0.0,31.37526581512397,0.0,0.0,9.843390348640755,124.052429496,1.2222222222222223,1.7777777777777777,2.2222222222222223,0.14285714285714285,-1.1800000000000002,9,116.07499999999997,1.9003726279897948,5.947877237851663,2.3955617406597787,1.3533930115039927,53.704124215596465,8.796632653061224,0.5079622349506875,8.796632653061224,0.11862884646960266,0.26000000000000023,0.11862884646960266,0.26000000000000023,-0.5079622349506875,1.4008,34.6588,124.13899999999997,1,2,0,0,0,1,0,1,2,1,2,0,1,0,0,0,48,9.843390348640755,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,0.0,7.109797541277533,1,9.843390348640755,0.0,0.0,0.0,0.0,0.0,7.109797541277533,24.26546827384644,0.0,11.49902366656781,9.0,4.736862953800049,0.0,11.49902366656781,0.0,12.216324936118239,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,29.46,4.858055555555556,0.0,0.0,8.796632653061224,0.0,1.0172222222222227,6.5717592592592595,0.0,0.0,1.5896636432350717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6127725486570803
Drug 1458,COc1ccccc1OCC(O)CO,0,train,2.2574522041786462,2.057455149409401,-2.117567098522364,2.2509131079013702,-2.208991722265238,5.387327738620973,0.0527138954738859,16.52154551233458,10.293528943556142,2.569521757324299,274.57943773881374,10.38890505706126,8.011888680248868,8.011888680248868,6.774386907679234,4.32344522140389,4.32344522140389,2.7982611243113285,2.7982611243113285,1.7110462467365632,1.7110462467365632,0.9767227693673842,0.9767227693673842,6.103966387748303,0.0,0.0,13.213763929025836,11.49902366656781,0.0,0.0,19.242531678200752,12.13273413692322,0.0,19.68678069728151,198.089208928,1.2857142857142858,1.9285714285714286,2.5,0.4,-1.2600000000000002,14,184.10599999999997,2.2574522041786462,10.818492935635792,5.46596949475999,2.901235761171523,82.70672954048919,9.067017195767196,0.4928700097063454,9.067017195767196,0.16079033487745928,0.052453703703703836,0.16079033487745928,-0.8611923658352232,-0.4928700097063454,0.4272000000000001,51.58160000000003,198.21799999999996,2,4,0,0,0,1,0,1,4,2,4,0,5,0,0,0,78,19.68678069728151,12.71084835226122,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,12.13273413692322,0.0,13.716679505790452,1,19.68678069728151,0.0,0.0,0.0,0.0,6.103966387748303,20.32356147030337,24.26546827384644,0.0,11.49902366656781,12.214285714285714,9.473725907600098,0.0,11.49902366656781,0.0,36.64058264773308,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,58.92,10.28781675170068,0.0,0.0,17.645052043965734,0.0,1.1667961073318218,7.139813948727639,-0.8611923658352232,-0.25791430461073306,1.5462944853867473,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7198499687675642
Drug 1459,COc1ccccc1OCC(O)COC(N)=O,0,train,2.3368644848025046,2.092166540062165,-2.1334418584777937,2.251597944050922,-2.266963052013621,5.64029447210555,0.04125672092290211,16.559906158879663,10.293046047349378,2.4107583404005677,368.6343524510428,12.673362107437434,9.458521934866262,9.458521934866262,8.130228955335802,4.992816015040542,4.992816015040542,3.245726766169195,3.245726766169195,1.9182761049835064,1.9182761049835064,1.150457242158713,1.150457242158713,12.197206458686718,9.901064578912528,0.0,13.213763929025836,11.49902366656781,0.0,7.109797541277533,24.26546827384644,0.0,4.736862953800049,15.207393384762284,241.09502258,1.3529411764705883,2.0,2.588235294117647,0.36363636363636365,-1.9500000000000002,17,226.12299999999996,2.3368644848025046,13.116445182724252,6.593369086738174,4.604115582737629,98.89239592925314,10.306506327099761,0.49287000966601124,10.306506327099761,0.40408370928810744,0.020185185185185084,0.40408370928810744,-0.937581254724112,-0.49287000966601124,0.5302000000000002,60.03120000000003,241.24299999999994,3,6,0,0,0,1,0,1,5,2,6,0,6,0,0,0,94,25.050783733403037,19.31773031677414,11.49902366656781,0.0,0.0,6.093240070938415,0.0,4.794537184071822,0.0,0.0,12.13273413692322,12.13273413692322,0.0,7.109797541277533,1,24.111653440312672,6.093240070938415,0.0,0.0,5.733667477162185,6.103966387748303,20.32356147030337,24.26546827384644,0.0,11.49902366656781,11.647058823529411,15.207393384762284,4.794537184071822,11.49902366656781,0.0,37.62729532383079,4.736862953800049,0.0,0.0,24.26546827384644,0.0,0.0,0.0,91.00999999999999,14.805051072898296,0.0,10.306506327099761,9.424378306878307,4.760579319703599,1.0728190875115484,7.032324681007491,-1.8668945263290504,-0.22407171201814058,1.5226407765815235,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757667099994584
Drug 1463,COCCCC/C(=N\OCC[NH3+])c1ccc(C(F)(F)F)cc1,0,train,2.4896586651809254,2.2960213630607806,-2.0950864949855363,2.288969723085554,-2.5166732469689177,5.997515123580561,-0.3737779778296642,19.413177946350846,10.028573472594555,2.7832054113468665,458.8505183043104,16.424438962994,12.656752140519703,12.656752140519703,10.485711773084422,7.133646848391556,7.133646848391556,4.7497734500419115,4.7497734500419115,2.9678600631674947,2.9678600631674947,1.8212391805242745,1.8212391805242745,11.73975000914047,13.171245143024459,0.0,0.0,37.45447845233212,24.974377382775238,12.13273413692322,7.109797541277533,0.0,10.889380203912726,9.574451537536682,319.16278902409,1.1363636363636365,1.8181818181818181,2.3636363636363638,0.5333333333333333,-1.6,22,297.171,2.4896586651809254,18.449019607843134,9.423875114784204,6.444981257809245,127.62883049920973,12.580784496776733,0.41591023166640145,12.580784496776733,0.41591023166640145,0.3771882873519783,0.38953673481359263,-4.3346419246838614,-0.38953673481359263,2.484700000000001,77.41510000000002,319.347,3,4,0,0,0,1,0,1,3,1,7,0,9,0,0,0,124,15.308119014698867,6.544756405912575,6.606881964512918,0.0,0.0,6.176298517443475,0.0,0.0,13.171245143024459,0.0,17.28844686367376,36.958650497398246,13.716679505790452,11.275136494467699,1,28.47936415772333,5.711685002770702,0.0,0.0,5.15571272675054,25.438763386221503,26.868317876215947,35.392371257240434,0.0,0.0,12.5,5.733667477162185,13.171245143024459,0.0,0.0,32.58000287898665,15.750750054980156,0.0,30.38936785217202,29.421181000596977,0.0,0.0,0.0,58.46,42.71903468721973,0.0,5.125887542517007,4.027778722600152,4.243149395981738,0.0,4.958168146888385,-2.0441796309700795,1.592957089924532,1.6272040458385364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.43177125648076126
Drug 443,C[C@]([NH3+])(Cc1ccc(O)c(O)c1)C(=O)[O-],0,train,2.104576932812799,2.2474938810871175,-2.2141926599021984,2.2545215942838874,-2.784843693077212,5.739266576711476,-0.48016892251708493,16.369296770962556,9.93850856048526,2.905062365401662,387.0088201517134,11.637828201504695,8.357188141869615,8.357188141869615,6.826204387599239,4.404155929456228,4.404155929456228,3.8479610254949463,3.8479610254949463,2.1269135992246935,2.1269135992246935,1.2016651454572853,1.2016651454572853,11.508230540335195,15.007591973753234,0.0,17.919845289493818,5.563451491696996,0.0,25.122838405075452,0.0,0.0,5.733667477162185,5.106527394840706,211.084457896,1.4666666666666666,2.066666666666667,2.533333333333333,0.3,-1.75,15,198.11299999999994,2.104576932812799,11.325471698113208,3.7808641975308643,2.5997033202878423,86.77528563072794,10.69177169942051,0.5436767130200625,10.69177169942051,0.1571667618529077,0.12814814814814834,0.1571667618529077,-1.2545696334089185,-0.5436767130200625,-1.6092000000000006,49.77570000000002,211.21699999999996,5,5,0,0,0,1,0,1,4,3,5,0,3,0,0,0,82,25.847786845756126,11.508230540335195,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06636706846161,24.619922828310838,6.4208216229260096,0.0,1,25.847786845756126,5.9693052879518484,0.0,0.0,0.0,18.883484074999977,0.0,23.762552697081826,0.0,11.49902366656781,14.533333333333333,10.84019487200289,0.0,11.49902366656781,0.0,21.721285330016606,11.21535880699783,0.0,12.487188691387619,18.19910120538483,0.0,0.0,0.0,108.23000000000002,0.0,0.0,10.69177169942051,28.950774596875785,2.8399966931216936,-1.7688166099773226,4.138047996976568,0.12814814814814834,1.436744142101285,0.0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5225117250399125
Drug 444,C[C@]([NH3+])(Cc1ccc(O)cc1)C(=O)[O-],0,train,2.0822988712945274,2.2419107908247833,-2.212474758396667,2.129167210269675,-2.7848460613381953,5.738404532884172,-0.48016844699168537,16.36916501042794,9.940970558485843,2.7864582134523794,329.7252768616324,10.767584713501616,7.987324815559283,7.987324815559283,6.41552078507628,4.263882465039583,4.263882465039583,3.691341525852747,3.691341525852747,2.023428773025551,2.023428773025551,1.1364916292805025,1.1364916292805025,11.508230540335195,9.901064578912528,0.0,12.170333456209914,0.0,5.563451491696996,19.056471336613843,12.13273413692322,0.0,5.733667477162185,5.106527394840706,195.089543276,1.5,2.0,2.4285714285714284,0.3,-1.5499999999999998,14,182.11399999999995,2.0822988712945274,10.530321285140563,3.6732063513047053,2.466838376695898,81.98105187853191,10.669343978332073,0.5436767130708511,10.669343978332073,0.13576359939525398,0.16015306122449036,0.13576359939525398,-1.1753935185185183,-0.5436767130708511,-1.3148,48.11090000000002,195.21799999999996,4,4,0,0,0,1,0,1,3,2,4,0,3,0,0,0,76,20.741259450915415,17.2577423736191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,24.619922828310838,6.4208216229260096,0.0,1,20.741259450915415,5.9693052879518484,0.0,0.0,0.0,18.883484074999977,0.0,29.828919765543436,0.0,5.749511833283905,14.714285714285714,10.84019487200289,0.0,5.749511833283905,0.0,16.6147579351759,11.21535880699783,0.0,12.487188691387619,24.26546827384644,0.0,0.0,0.0,88.0,0.0,0.0,10.669343978332073,19.689230284706476,3.2443693310657604,-1.015240457294028,6.3658645124716555,0.287314814814815,1.5091175359032503,0.0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6270010791176309
Drug 964,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])c(C)c1C,0,train,2.495132354099785,2.0768891984196376,-2.1312406547222187,2.280201634920783,-2.1862507019451978,5.786522337519245,-0.2970827378082154,16.46586700704723,9.963006887104614,2.9716124865336346,731.9410191793835,18.27565640300939,15.266196755718973,15.266196755718973,11.256126613022033,7.8300218029181625,7.8300218029181625,5.869924108262884,5.869924108262884,3.9051066527562126,3.9051066527562126,2.3896798700575657,2.3896798700575657,5.9693052879518484,9.901064578912528,0.0,0.0,5.5731045300692665,22.96208796188405,16.690354475090988,20.109554847802038,25.151797520192265,32.91359877436736,4.736862953800049,325.18091823991006,1.0833333333333333,1.75,2.3333333333333335,0.2857142857142857,-2.55,24,300.228,2.495132354099785,19.49662004662005,8.919939842211916,5.57871139047988,144.21642378845576,10.446216735799705,0.5454569067704138,10.446216735799705,0.12183527469319329,0.6393497010167841,0.12183527469319329,-1.1818765396070032,-0.5454569067704138,3.832360000000003,97.90000000000005,325.4280000000001,0,3,0,0,0,1,0,1,3,0,3,0,6,0,0,0,128,14.637927532712576,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.953205064238674,74.58798367060585,0.0,13.079102829229381,1,14.637927532712576,12.04532539478573,0.0,0.0,0.0,34.61868599845312,7.109797541277533,69.84648262955753,0.0,5.749511833283905,13.083333333333334,9.843390348640755,0.0,5.749511833283905,0.0,13.079102829229381,4.794537184071822,20.771211599071872,36.101280366169235,47.59267666276955,0.0,6.076020106833881,0.0,49.36,5.394037771010486,0.0,10.446216735799705,10.446216735799705,6.423243575370859,-0.2721264976148977,2.050643217181679,10.713459007972064,9.944339897110737,1.6873028907029974,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5897491967203508
Drug 966,Cc1cc(C)c(NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-])c(C)c1Br,0,train,2.3931454794821194,2.1741421593523236,-2.206672207820432,2.3009912945941453,-3.1519364239133694,9.103456756407075,-0.8798441218351442,79.91873118463768,10.049944021132527,2.8817411066544123,629.2446737649495,17.731686328639373,13.117876538077812,14.703873077192517,10.611968660678599,6.90827357541354,7.701271844970893,5.396868564542672,6.189866834100022,3.3414529708762304,4.5616196900208426,2.3603001609286225,2.6730091694169213,30.935303117080352,24.596666341896878,0.0,11.444666136763052,5.687386274683562,21.1630739909234,0.0,0.0,26.83757866753348,21.24673250195568,0.0,385.04045735591006,1.0434782608695652,1.565217391304348,2.0434782608695654,0.4,-1.9299999999999997,23,368.078,2.3931454794821194,19.117460844803038,8.072013924056373,5.64572097502259,141.96615941304256,12.112592120181404,0.5441160697416103,12.112592120181404,0.27909328218084223,0.03146619373057913,0.27909328218084223,-1.4310264258749104,-0.5441160697416103,-2.3024399999999945,82.56040000000002,386.22200000000004,2,7,0,0,0,1,0,1,5,2,8,0,7,0,0,0,126,30.018827492681858,13.08951281182515,6.544756405912575,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,21.99631096641096,37.46156607416286,10.160105790515976,11.938610575903697,1,29.496576072747352,39.46312047788811,0.0,0.0,0.0,20.771211599071872,24.951057821744058,27.22944105938501,0.0,0.0,10.652173913043478,20.42975312453822,5.687386274683562,0.0,15.929943897949348,37.48005952299293,14.383611552215466,20.771211599071872,16.690354475090988,10.539086584294024,0.0,0.0,0.0,113.80000000000001,0.8676620370370371,3.441904256633017,33.42043439867912,23.983427294139773,3.3499848693941408,-3.34404075802344,1.9024405811707399,0.0,4.128187320969608,0.0,2,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5472294445110867
