Drug_ID,Drug,Y,split,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Drug_214,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@H]21,0,train,11.694853788737717,11.694853788737717,0.0671352985638698,-0.23265778533635695,0.2862371144515137,46.55555555555556,248.32199999999995,228.16199999999995,248.1412445,98,0,0.3337206028672057,-0.4554680267737086,0.4554680267737086,0.3337206028672057,1.5,2.2777777777777777,3.0555555555555554,16.647600274264413,9.83897048425418,2.6086763352278517,-2.1850384211421403,2.4921581812410634,-2.283581673702867,5.905118562541787,-0.13952642089074405,2.897192624023677,1.8718855808190114,437.0196679683535,12.91384908344359,11.069679854082832,11.069679854082832,8.51065579946675,6.7436257796454795,6.7436257796454795,5.980599994127725,5.980599994127725,4.571893762425775,4.571893762425775,3.2045258575543247,3.2045258575543247,-1.09,18095.865129651887,11.970186286959771,3.9535992028241194,1.8112085008859515,107.8403536634834,9.473725907600098,12.207932775496605,0.0,0.0,0.0,5.9693052879518484,0.0,4.794537184071822,0.0,0.0,18.228060320501644,39.53076089108528,11.49101057623066,5.601050810983688,14.268263091671919,5.9693052879518484,0.0,0.0,5.917906046161393,57.339744477565574,0.0,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,23.778288874432143,14.268263091671919,5.917906046161393,39.53076089108528,23.80116485057091,0.0,0.0,0.0,38.83,0.0,4.794537184071822,0.0,29.696194920593534,5.5731045300692665,25.683286491704038,5.5731045300692665,0.0,0.0,26.502430189813627,9.473725907600098,11.315517290249433,0.0,11.694853788737717,0.0,1.9137939342403631,-0.10231056311413478,0.0,6.254326814058956,8.173818735827664,0.0,0.6666666666666666,18,0,3,1,2,3,0,0,0,3,0,3,0,0,2,2,3,2.7620000000000013,68.01300000000003,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug_252,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,train,10.896213121447662,10.896213121447662,0.028958883395211243,-0.14673921388522793,0.45208924533457334,56.5,442.7280000000003,392.3280000000002,442.38108084,182,0,0.059374859630051124,-0.39578696387960194,0.39578696387960194,0.059374859630051124,0.8125,1.53125,2.1875,16.26862164262963,9.320065963482794,2.702229728205359,-2.72565482967953,2.7695856993908907,-2.663855228387132,5.210720311023875,-0.248930323043633,3.120242415006524,1.5488507327754666,785.7010978254434,23.319626477379405,21.843810180376245,21.843810180376245,14.872445326798076,13.816609585661404,13.816609585661404,14.582073409200307,14.582073409200307,13.53375858583434,13.53375858583434,11.547923744725784,11.547923744725784,-0.33999999999999997,13174983.338699091,23.404131730819746,7.094264934603656,2.662335393283648,197.19228104989278,10.213054789681411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.77072621212088,127.7964360067416,6.606881964512918,6.103966387748303,10.213054789681411,0.0,0.0,0.0,56.66448257779085,111.85460581515214,6.606881964512918,12.152040213667764,0.0,0.0,0.0,0.0,0.0,0.0,22.92390314194263,0.0,56.66448257779085,105.75063942740384,12.152040213667764,0.0,0.0,0.0,40.46,0.0,10.213054789681411,0.0,16.933947326541862,40.60557151118743,18.256633715248796,63.36049913640336,0.0,0.0,48.12135888174224,0.0,0.0,0.0,0.0,21.543073628314936,2.6014198527526005,3.3289868079284557,0.0,12.217503626807831,19.725682750862852,0.0,0.9333333333333333,32,2,2,5,0,5,0,0,0,2,2,2,2,5,0,5,5,6.997200000000009,132.06160000000003,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug_87,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,train,12.755135988823863,12.755135988823863,0.020228444428480152,-0.5377183009274,0.43609774143169966,55.0,456.7110000000003,408.3270000000002,456.36034539599996,186,0,0.3094457065168938,-0.48081364076912236,0.48081364076912236,0.3094457065168938,0.8181818181818182,1.5151515151515151,2.1515151515151514,16.368328164573736,9.31973630691351,2.714856901252964,-2.7231846586718897,2.7705599382734767,-2.6662936061331117,5.758802759415216,-0.24767676006433306,3.1293786579500087,1.5651917176450345,860.6030229407056,24.18986996538248,22.04495168965356,22.04495168965356,15.255160827992318,13.824559372033201,13.824559372033201,14.52287890325912,14.52287890325912,13.472202448686204,13.472202448686204,11.50172808891443,11.50172808891443,-0.8300000000000001,18890622.573240202,23.89063250911185,7.109935629798443,2.7520231225622642,201.35380314993657,10.213054789681411,0.0,0.0,0.0,0.0,5.9693052879518484,4.794537184071822,0.0,0.0,0.0,46.77072621212088,122.38144553734482,0.0,11.518956857145081,15.007591973753234,5.9693052879518484,0.0,0.0,56.66448257779085,111.85460581515214,0.0,12.152040213667764,0.0,0.0,0.0,0.0,0.0,0.0,22.286326465381563,4.794537184071822,56.66448257779085,105.75063942740384,12.152040213667764,0.0,0.0,0.0,57.53,11.384295757348628,15.007591973753234,0.0,33.68183431149681,23.671624184645573,38.524929737556064,31.256391021773304,0.0,0.0,48.12135888174224,0.0,0.0,0.0,12.755135988823863,21.383221283366435,1.3549048762768563,1.7937493481029294,0.0,10.451061935015305,18.845259901747944,0.0,0.9,33,2,3,5,0,5,0,0,0,2,2,3,2,5,0,5,5,7.089500000000009,132.61160000000004,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug_186,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,0,train,12.3772814538656,12.3772814538656,0.012444452317964316,-0.05412988420676945,0.732972735378759,56.523809523809526,290.447,260.20699999999994,290.2245802,118,0,0.13855528441675471,-0.3931197276586114,0.3931197276586114,0.13855528441675471,1.0,1.8095238095238095,2.619047619047619,16.26601689214308,9.449784542706833,2.595300854927566,-2.5958442211281474,2.648732338390576,-2.5352348633347437,5.866938348851113,-0.14188124259092796,2.756935567914876,1.6375393766570925,458.4827066363416,14.828062645816686,13.606174262590882,13.606174262590882,9.949160848322624,9.163413310457061,9.163413310457061,9.003127504939815,9.003127504939815,8.347077650797935,8.347077650797935,7.0064770373540615,7.0064770373540615,-0.37,85969.52181428958,14.236799994770557,4.565586686358275,1.837078375399089,128.24064032509136,5.106527394840706,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,13.847474399381248,80.45318763745044,11.835812092322788,6.103966387748303,9.901064578912528,5.783244946364939,0.0,0.0,34.50160512343913,77.73883539346365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.993738728953947,4.794537184071822,34.50160512343913,71.63486900571534,0.0,0.0,0.0,0.0,37.3,0.0,9.901064578912528,0.0,11.518956857145081,17.11614146192311,49.857826253114226,25.683286491704038,0.0,0.0,13.847474399381248,0.0,0.0,0.0,12.3772814538656,10.039894472060327,0.4520419579868986,3.5361541530192317,0.0,10.148127480158731,4.779833816242546,0.0,0.9473684210526315,21,1,2,4,0,4,0,0,0,2,1,2,0,4,0,4,4,3.959100000000003,82.74080000000005,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug_225,Nc1ncn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0,train,11.470870653817082,11.470870653817082,0.19630241139665672,-1.3499310279667431,0.4262474653048269,32.88235294117647,244.207,232.11099999999996,244.080769484,94,0,0.35377553359999364,-0.3935668538488262,0.3935668538488262,0.35377553359999364,1.4705882352941178,2.176470588235294,2.7058823529411766,16.563082588799958,10.129409323196072,2.4336567998313896,-2.155752475238545,2.2714058877031253,-2.3597184942724834,5.096429327413398,-0.055401200032169515,2.5654067136030916,2.3196952658217853,463.47391469481545,12.576985790260121,8.670986550251778,8.670986550251778,8.040912557858759,4.874101496834199,4.874101496834199,3.633272892075586,3.633272892075586,2.5367936290276374,2.5367936290276374,1.63972069343959,1.63972069343959,-1.5500000000000003,7816.79425634862,11.921540359013681,4.372750406697864,2.0017705966337545,95.11685725053702,25.790112615484354,24.639219238009446,6.22790117073487,5.948339280986494,0.0,5.689743398203474,4.567099647791355,9.778515705019029,4.983978520947208,0.0,0.0,0.0,0.0,6.606881964512918,20.056445138322168,5.948339280986494,0.0,14.53505668968577,0.0,24.539800333979777,12.340549441675103,16.811600657039836,0.0,0.0,11.423410875365658,5.948339280986494,0.0,0.0,54.773420001965704,4.736862953800049,0.0,6.22790117073487,11.121857258836364,0.0,0.0,0.0,143.72000000000003,36.83642569669617,15.007591973753232,0.0,5.948339280986494,0.0,10.894419722555895,0.0,0.0,0.0,9.967957041894415,15.57705782580294,6.036694066515495,0.0,18.42747023809524,28.089890925506005,4.456252204585538,-0.19630241139665672,0.0,-3.6744283824640984,-0.4729099741748548,0.0,0.625,17,5,9,0,1,1,0,1,1,9,4,9,2,0,1,1,2,-3.1679999999999997,53.71380000000001,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug_154,COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC,0,train,12.111089852607709,12.111089852607709,0.29556293801062883,-0.35360951016208886,0.7776601204486693,14.217391304347826,317.34100000000007,298.189,317.126322708,122,0,0.25294409847676863,-0.49269239885240235,0.49269239885240235,0.25294409847676863,1.1304347826086956,1.7826086956521738,2.3043478260869565,16.52999037768439,10.132790754022336,2.1878984346023826,-2.1915574356111063,2.3798961188946506,-2.3655318465194983,6.0647272151764025,-0.13855500376628188,2.5841117027630514,2.233418343835457,637.9427273424257,16.81962647737941,13.366770225330125,13.366770225330125,11.100085410374724,7.104447858362264,7.104447858362264,4.811163949354667,4.811163949354667,3.417278278171218,3.417278278171218,2.2618288376186215,2.2618288376186215,-2.7600000000000002,151080.0907020418,16.60778135983345,7.486864947105045,3.713826349987166,134.48424271877346,14.210588861400147,0.0,11.49902366656781,5.749511833283905,11.814359458703011,0.0,14.48898409899412,0.0,0.0,0.0,6.076020106833881,36.26904746521399,12.620776512746456,21.3293926238326,23.79966322954379,17.890379565536893,0.0,4.899909730850477,0.0,6.4208216229260096,27.874149029745176,35.92424594912186,0.0,17.248535499851716,14.210588861400147,0.0,17.248535499851716,0.0,44.58841821929866,9.589074368143644,0.0,11.984273114623004,30.360794457424863,0.0,6.076020106833881,0.0,65.07000000000001,0.0,9.589074368143644,0.0,11.814359458703011,35.77756502038729,0.0,38.38134256835084,24.284774350590983,0.0,0.0,14.210588861400147,15.770738394518608,0.0,24.973277804413264,0.0,0.7017134353741498,0.824609431990837,3.450518235071806,6.814851617771891,0.39658872055607297,4.56770236030337,0.29411764705882354,23,0,6,0,1,1,1,0,1,5,0,6,5,0,0,0,2,2.0407,85.60900000000004,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug_100,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34C1[C@]1(OCO[C@@]15C[C@H](OC)[C@H]1C[C@@H]3[C@@H]5[C@H]1OC)[C@@H](O)[C@H]24,0,train,12.611829648526077,12.611829648526077,0.024048458889728286,-0.8250746409674976,0.6108227252657548,61.05882352941177,479.6140000000002,438.2860000000003,479.2883026519999,192,0,0.14826216343239196,-0.3895895904688959,0.3895895904688959,0.14826216343239196,1.088235294117647,1.911764705882353,2.588235294117647,16.74008147181487,9.423923132208172,2.931013197098389,-2.6961325717992,2.818889669566698,-2.807671441089417,5.423344115210589,-0.28671573296473724,3.418019594489899,1.5496179965994505,859.005765886486,23.67299762850793,21.19692360598211,21.19692360598211,16.467840209615282,13.24360819765857,13.24360819765857,12.246096877390858,12.246096877390858,12.049832870952352,12.049832870952352,11.72627819946037,11.72627819946037,-0.32,102239364.60387376,22.84508885600936,7.160307831598007,2.047506459089576,202.0573246124808,33.527705117641,17.995043928067204,0.0,0.0,0.0,0.0,4.899909730850477,0.0,0.0,0.0,6.923737199690624,31.725127320851996,69.98846727122644,37.064588344654084,33.527705117641,0.0,0.0,4.899909730850477,34.50160512343913,74.2668316935032,54.92852724754802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.59477237534774,28.421177722800294,34.50160512343913,32.60702369139466,0.0,0.0,0.0,0.0,78.85000000000001,17.30606800971568,5.106527394840706,0.0,53.812475329609036,18.442694056835705,38.77279930352918,0.0,7.109797541277533,21.3293926238326,11.823646930541102,28.421177722800294,38.313707459459394,0.0,2.609956065759637,12.611829648526077,-1.8299476804610724,0.8131359966826226,0.03781793272864675,3.199154567691273,4.926035682791635,7.318310326821781,1.0,34,1,8,5,2,7,0,0,0,8,1,8,6,5,2,7,7,1.2907000000000022,121.10180000000007,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug_101,CCN1C[C@]2(C)CC[C@H](OC)[C@@]34C1[C@]1(OCO[C@@]15C[C@H](OC)[C@H]1C[C@]3(O)[C@@H]5[C@H]1OC)[C@@H](OC(C)=O)[C@H]24,0,train,13.40258030990174,13.40258030990174,0.03172897245317863,-1.1634400982615265,0.5534247995043629,60.19444444444444,507.6240000000003,466.2960000000003,507.2832172719999,202,0,0.30251991072338796,-0.4589386327589249,0.4589386327589249,0.30251991072338796,1.1111111111111112,1.8888888888888888,2.5277777777777777,16.746157683482913,9.40850132914408,2.972988421979257,-2.714059124367243,2.833195037447763,-2.851689453029149,5.667358434962819,-0.3318001676906225,3.3957610606019255,1.6105718860130118,979.420319536934,25.46589084732138,22.3207148460698,22.3207148460698,17.162998654748886,13.664461607664892,13.664461607664892,12.861022076940179,12.861022076940179,12.169719604004316,12.169719604004316,11.743987967958699,11.743987967958699,-0.81,185505825.48444608,24.245652955315,7.227024416547418,2.15972932430861,212.5837888269212,33.527705117641,18.49795950483182,5.601050810983688,0.0,0.0,5.9693052879518484,9.694446914922299,0.0,0.0,0.0,13.847474399381248,31.22221174408738,58.97242599084598,35.36978127277333,38.32224230171282,5.9693052879518484,0.0,4.899909730850477,28.583699077277736,93.71535690386814,41.21184774175758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.44844896849284,33.215714906872115,28.583699077277736,46.454498090775914,0.0,0.0,0.0,0.0,95.92000000000002,28.322109290096144,9.901064578912528,0.0,60.2846961943255,12.841643245852019,25.931156057677168,6.923737199690624,21.3293926238326,0.0,18.747384130231726,28.421177722800294,38.69549654352481,0.0,15.27171322541362,13.40258030990174,-3.9356991685563107,-0.7714447908793145,-0.22380810657596406,1.6916723356009054,7.7237357751742675,5.229087209729571,0.9629629629629629,36,1,9,5,2,7,0,0,0,9,1,9,5,5,2,7,7,1.3499000000000017,125.90680000000008,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug_145,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0,train,10.797336554622358,10.797336554622358,0.0022424309229867045,0.0022424309229867045,0.8449349532973586,10.470588235294118,232.28299999999996,216.15499999999997,232.121177752,90,0,0.21638288980463508,-0.49674296806651436,0.49674296806651436,0.21638288980463508,1.4705882352941178,2.2941176470588234,3.0,16.46529525376336,10.109295857476551,2.045352981209706,-2.0250912308386133,2.2313732020465777,-2.2173060722158144,5.843036555334394,-0.11842559433265197,2.7107543320649428,2.186875917592564,531.1990260144933,12.25071237662706,10.040111220059325,10.040111220059325,8.202708600407233,5.588987503016486,5.588987503016486,3.9583906976798025,3.9583906976798025,2.742873393749266,2.742873393749266,1.864527646825243,1.864527646825243,-1.9700000000000002,10013.5265026479,11.513497683888868,4.908146397569112,2.5842988253882706,99.9718681573882,15.037630078753587,5.749511833283905,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,30.183374320007836,30.568262109297333,7.109797541277533,9.53140013787187,16.810104661432565,0.0,10.300767124953538,0.0,13.344558822616634,13.65455394719011,29.959396268694903,0.0,5.749511833283905,10.05365155780638,0.0,5.749511833283905,0.0,24.54571219748882,11.21535880699783,0.0,12.487188691387619,24.395944776997908,0.0,10.902924932081056,0.0,54.12,0.0,4.794537184071822,0.0,5.907179729351506,6.544756405912575,23.073258388290974,12.487188691387619,7.109797541277533,24.395944776997908,10.300767124953538,4.736862953800049,5.205741738053246,0.0,14.006677068605729,3.9408971875787353,2.274328703703704,0.8474990026874951,5.931978904216007,2.790347694633409,2.178323465188545,1.6575395686664627,0.3076923076923077,17,2,4,0,0,0,1,1,2,2,2,4,4,0,0,0,2,1.8550999999999997,67.23840000000003,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug_126,CN(C)Cc1c[nH]c2ccccc12,0,train,3.266851851851852,3.266851851851852,0.9900925925925925,0.9900925925925925,0.7393430941247411,11.307692307692308,174.24699999999999,160.13499999999996,174.115698448,68,0,0.04567946120443572,-0.3608393792052463,0.3608393792052463,0.04567946120443572,1.2307692307692308,2.0,2.769230769230769,15.04925336486265,10.1540108334056,2.018976201044247,-2.0698064242387377,2.1760239137994506,-2.094596833575194,5.824266400403655,0.4039064958120894,2.4849228609060745,2.4565877422952416,401.13741294975756,9.259148545064338,8.041071722634637,8.041071722634637,6.270856947829096,4.46890888598928,4.46890888598928,3.5972803349455513,3.5972803349455513,2.161491529385364,2.161491529385364,1.6031186937447304,1.6031186937447304,-1.2799999999999998,1441.2552593255232,8.324208694276335,3.225521047241006,1.5791053362428094,78.17688808563966,9.883888251797686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,25.725162525512985,23.64452490960671,0.0,0.0,10.902924932081056,0.0,9.883888251797686,0.0,6.544756405912575,14.09534396535438,36.02576333715651,0.0,0.0,0.0,0.0,0.0,0.0,23.979232217152063,6.544756405912575,0.0,5.563451491696996,30.462311845459514,0.0,10.902924932081056,0.0,19.03,0.0,0.0,0.0,0.0,0.0,6.544756405912575,16.466376423778055,0.0,0.0,54.44154406261158,0.0,0.0,0.0,5.443055555555556,1.329814814814815,2.5832870370370373,0.0,8.39560185185185,2.087962962962963,0.9900925925925925,4.170185185185185,0.2727272727272727,13,1,2,0,0,0,1,1,2,1,1,2,2,0,0,0,2,2.2295,55.68970000000003,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug_195,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,0,train,2.7,2.7,0.4971759259259261,0.4971759259259261,0.7353683668937369,21.833333333333332,356.56,332.36800000000005,356.138090768,126,0,0.04010453405435066,-0.3038253073577054,0.3038253073577054,0.04010453405435066,1.0,1.7916666666666667,2.5833333333333335,32.16772188659218,9.964476798909017,2.2897166104047684,-2.3810147715205834,2.4350904494776913,-2.4599089749729175,7.992743793354827,0.10948567741078628,2.7813941427035114,1.7586287856766827,723.3288298993167,16.518297090128677,14.36525983137739,15.998252993232843,11.741514740667455,8.60680523202829,10.648046684347605,6.6727079190197784,8.6361376867615,5.160380870364478,7.095602175335255,3.675015328985154,5.238856384995519,-0.9400000000000001,516994.4176691579,16.52424008825492,7.123794974908324,3.2505631171456533,153.16225932481262,4.899909730850477,0.0,0.0,0.0,0.0,0.0,4.899909730850477,0.0,0.0,11.761884949391115,29.960986154775945,55.116634046355024,46.90731687935158,0.0,0.0,23.52376989878223,0.0,9.799819461700954,0.0,27.149112878627296,39.482466789838895,53.59147246262526,0.0,0.0,0.0,0.0,0.0,23.52376989878223,49.282286251539844,6.4208216229260096,0.0,17.16874381254195,57.151019905784594,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,6.041840829147961,19.510334434751158,38.90286622177247,0.0,23.52376989878223,65.56783010712081,0.0,0.0,3.7898470700008393,9.36960120622323,0.0,3.0147524565381714,0.0,16.466852534223566,3.29454758755354,4.666224647266313,2.2315078315276726,0.4,24,0,2,0,2,2,2,0,2,4,0,4,2,0,1,1,4,4.4043000000000045,104.30300000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
